iter	RMSE
295	0.2011486873
296	0.2007916414
297	0.2004848956
298	0.2001944882
299	0.1999084819
300	0.1995875088
301	0.1992906685
302	0.1989848169
303	0.1986760049
304	0.1983934377
305	0.1981009169
306	0.1977991538
307	0.1974935659
308	0.197200124
309	0.1968824927
310	0.1965728532
311	0.1962774215
312	0.1960013816
313	0.1956883651
314	0.1954369361
315	0.1951129157
316	0.1948398923
317	0.1945336503
318	0.194186878
319	0.1938924641
320	0.1936353739
321	0.1933696276
322	0.1930841431
323	0.1928315004
324	0.1925228212
325	0.1922240526
326	0.1919416969
327	0.1916522803
328	0.1913666274
329	0.1910965099
330	0.1908828816
331	0.1906351832
332	0.1903682112
333	0.1900981519
334	0.189801064
335	0.1895120074
336	0.1892357435
337	0.1889808103
338	0.1886804636
339	0.1884464565
340	0.1881412883
341	0.1878682387
342	0.1876018747
343	0.1873430567
344	0.1870881861
345	0.186816189
346	0.1865364266
347	0.1862905627
348	0.1860298651
349	0.185764944
350	0.1854917363
351	0.1852251649
352	0.1849704798
353	0.1847146665
354	0.1844919959
355	0.1842276953
356	0.1840439769
357	0.1838069555
358	0.1835826617
359	0.1833809099
360	0.1831388438
361	0.1828924024
362	0.1826904434
363	0.1824334619
364	0.1821981861
365	0.181975565
366	0.1817590093
367	0.1815555118
368	0.181319647
369	0.1810626366
370	0.1808491773
371	0.1806221727
372	0.1803576296
373	0.1800869305
374	0.1798830705
375	0.1796558721
376	0.1793998346
377	0.1791875291
378	0.1789382518
379	0.1787108308
380	0.1784840952
381	0.1782580502
382	0.1780205186
383	0.1778274466
384	0.1775872304
385	0.177355254
386	0.1771068531
387	0.1768524719
388	0.1766215894
389	0.1764029981
390	0.1761993678
391	0.176001275
392	0.1758008994
393	0.1755831773
394	0.1753494015
395	0.1751637739
396	0.1749257482
397	0.1747108833
398	0.1745166674
399	0.1743048082
400	0.1740887769
401	0.1738831813
402	0.1736895564
403	0.1734679038
404	0.1732691419
405	0.1730778354
406	0.1728738844
407	0.172640616
408	0.1724353468
409	0.1722263393
410	0.1720393818
411	0.17184595
412	0.1716634991
413	0.1714567657
414	0.1712481561
415	0.1710611498
416	0.1708637394
417	0.1706803718
418	0.1705279541
419	0.1703424344
420	0.1701400069
421	0.1699334272
422	0.1697849755
423	0.1696085778
424	0.1694414933
425	0.1692418777
426	0.1690836752
427	0.1688965777
428	0.1687197707
429	0.1685360591
430	0.1683386067
431	0.1681286339
432	0.1679427218
433	0.1677595975
434	0.1675972686
435	0.1674102364
436	0.1671959736
437	0.1670066499
438	0.1668431553
439	0.1666684646
440	0.1664946209
441	0.1663219584
442	0.1661454794
443	0.1659684334
444	0.1658319617
445	0.1656438171
446	0.1654664116
447	0.1652902353
448	0.1651032932
449	0.1649341904
450	0.1647429093
451	0.1645777968
452	0.1644104357
453	0.164226877
454	0.1640259372
455	0.1638713255
456	0.1636922354
457	0.1635243595
458	0.163354128
459	0.1631680744
460	0.1629850081
461	0.1628274326
462	0.1626714429
463	0.1624993019
464	0.1623646691
465	0.1621946309
466	0.162026372
467	0.1618649965
468	0.1616868361
469	0.1614985422
470	0.1613594841
471	0.1612028471
472	0.1610246742
473	0.1608550118
474	0.1607043154
475	0.1605746971
476	0.1604370606
477	0.160244536
478	0.1600892952
479	0.1599324697
480	0.1597746415
481	0.1596285092
482	0.1594794471
483	0.159338668
484	0.1591780178
485	0.1590179807
486	0.1588726671
487	0.1587212616
488	0.1585674197
489	0.1584325624
490	0.158285052
491	0.1581502019
492	0.1579980657
493	0.1578650105
494	0.1577134015
495	0.157557185
496	0.157400969
497	0.1572686331
498	0.157123876
499	0.1569634035
500	0.1568099793
501	0.1566424796
502	0.1565132579
503	0.1563855509
504	0.1562192819
505	0.156064635
506	0.1559136112
507	0.1557612657
508	0.1556154644
509	0.1554908839
510	0.1553298526
511	0.1551866277
512	0.1550576378
513	0.1549204134
514	0.1547744312
515	0.1546305471
516	0.1545177712
517	0.1543602758
518	0.1542245907
519	0.1540815455
520	0.1539538694
521	0.1538248769
522	0.1537008239
523	0.1535717679
524	0.1534652016
525	0.1533227887
526	0.1532080005
527	0.1530815016
528	0.1529561581
529	0.1528386938
530	0.152714806
531	0.1525814482
532	0.1524525582
533	0.1523427436
534	0.152221122
535	0.1521016389
536	0.151980218
537	0.1518605048
538	0.1517351132
539	0.15160164
540	0.1514800759
541	0.1513635436
542	0.1512315335
543	0.1511252604
544	0.1510062765
545	0.150885876
546	0.1507621047
547	0.1506485625
548	0.1505377648
549	0.1504279513
550	0.1502820711
551	0.1501563927
552	0.1500422527
553	0.1499407619
554	0.1498201149
555	0.1496959389
556	0.1495929491
557	0.1494690846
558	0.1493404348
559	0.1492468936
560	0.1491230615
561	0.1490240756
562	0.1489163509
563	0.1487997321
564	0.1486712999
565	0.1485690878
566	0.1484755592
567	0.1483713477
568	0.1482503313
569	0.1481356186
570	0.1480298121
571	0.147897993
572	0.1477604231
573	0.1476411545
574	0.1475188692
575	0.1474189834
576	0.1472941748
577	0.1471834067
578	0.1470428276
579	0.1469600301
580	0.1468728875
581	0.146736923
582	0.1466246792
583	0.1465170742
584	0.1464207213
585	0.1463218701
586	0.1461988793
587	0.1460729026
588	0.1459562591
589	0.1458525882
590	0.1457315802
591	0.145602179
592	0.1455012567
593	0.1454117092
594	0.1453109773
595	0.1452238399
596	0.1451280122
597	0.1449945006
598	0.1448915807
599	0.1448139623
600	0.1446912173
601	0.1446057049
602	0.1444773738
603	0.1443718522
604	0.1442764239
605	0.1441785693
606	0.1440754096
607	0.1439757398
608	0.1438836461
609	0.1437999603
610	0.1437031887
611	0.143592586
612	0.1435074785
613	0.1434052736
614	0.1433114933
615	0.1432263073
616	0.1431215224
617	0.1430168061
618	0.1429067478
619	0.1428375279
620	0.142750025
621	0.1426262739
622	0.1425483031
623	0.1424522203
624	0.142355922
625	0.1422681965
626	0.1422024494
627	0.142112327
628	0.142020675
629	0.1419032676
630	0.1418189349
631	0.1417407161
632	0.1416582229
633	0.1415707784
634	0.141498518
635	0.1414208667
636	0.1413353312
637	0.1412319132
638	0.1411475442
639	0.1410727307
640	0.1409766346
641	0.14089935
642	0.1408184262
643	0.140731602
644	0.1406162424
645	0.1405105227
646	0.1404273875
647	0.1403099079
648	0.1402057399
649	0.1401340929
650	0.1400455187
651	0.1399602501
652	0.1398698196
653	0.1397881122
654	0.1396998555
655	0.1396129516
656	0.1395523215
657	0.1394715726
658	0.1393785619
659	0.1393037487
660	0.1392005926
661	0.1390895422
662	0.1389628388
663	0.1389045387
664	0.1388414032
665	0.1387493885
666	0.1386569217
667	0.1385617686
668	0.1384954576
669	0.1383973891
670	0.1383003134
671	0.1382216119
672	0.1381381441
673	0.1380595637
674	0.1379768827
675	0.1378795908
676	0.1378017865
677	0.1376820315
678	0.1375950303
679	0.1375271956
680	0.137446477
681	0.1373743067
682	0.1372930914
683	0.1372157035
684	0.1371430448
685	0.1370769095
686	0.1369982798
687	0.1368918289
688	0.1368015987
689	0.1367285547
690	0.1366375684
691	0.1365454269
692	0.1364685763
693	0.1364022151
694	0.1363301623
695	0.1362585526
696	0.1361989377
697	0.1361398032
698	0.1360792338
699	0.1359906311
700	0.1358942732
701	0.1358312587
702	0.1357517975
703	0.1356601704
704	0.1356005659
705	0.1355228536
706	0.1354577255
707	0.1353776968
708	0.1353129461
709	0.1352461612
710	0.1351476113
711	0.1350710625
712	0.1350136604
713	0.134918491
714	0.1348574768
715	0.1347677691
716	0.1346975323
717	0.1346147999
718	0.1345268367
719	0.1344518256
720	0.134377823
721	0.1342996771
722	0.1342127304
723	0.1341464896
724	0.1340763376
725	0.1340137038
726	0.1339445254
727	0.1338655521
728	0.1337949459
729	0.1337297284
730	0.1336744768
731	0.1335993388
732	0.1335372168
733	0.133472978
734	0.1334113042
735	0.1333419751
736	0.1332772313
737	0.1332211441
738	0.1331470516
739	0.1330966998
740	0.1330094267
741	0.1329449471
742	0.1328641276
743	0.1327680808
744	0.13271555
745	0.1326233931
746	0.1325628176
747	0.1325113893
748	0.1324476672
749	0.1323868996
750	0.1323102671
751	0.1322491378
752	0.1321912626
753	0.1321099521
754	0.1320490918
755	0.1319874051
756	0.1319217193
757	0.1318477866
758	0.1317845888
759	0.1317049229
760	0.1316285637
761	0.1315824802
762	0.1314997365
763	0.1314365386
764	0.1313701239
765	0.13129777
766	0.1312257755
767	0.1311581316
768	0.1310998905
769	0.1310312918
770	0.1309446834
771	0.1308847816
772	0.1308247114
773	0.1307463119
774	0.1306730136
775	0.1306099459
776	0.13054881
777	0.1304929927
778	0.1304251156
779	0.1303613324
780	0.1303099039
781	0.1302673821
782	0.1302041251
783	0.1301360366
784	0.1300782437
785	0.1300213455
786	0.1299516879
787	0.1298901725
788	0.1298304923
789	0.1297695602
790	0.1297149234
791	0.129655103
792	0.1295797625
793	0.1295174342
794	0.1294588155
795	0.1293980719
796	0.1293329225
797	0.1292579696
798	0.1291954254
799	0.1291310187
800	0.1290640578
801	0.1289872311
802	0.1289172663
803	0.1288567831
804	0.1288085196
805	0.1287534475
806	0.1286965673
807	0.1286360922
808	0.1285617257
809	0.1285177863
810	0.1284497478
811	0.1283859009
812	0.128308735
813	0.1282536703
814	0.1282006483
815	0.1281415273
816	0.1280864985
817	0.1280393706
818	0.1279597411
819	0.1278941838
820	0.1278373365
821	0.127769243
822	0.1277229321
823	0.1276558508
824	0.1276223722
825	0.1275558025
826	0.1275052613
827	0.1274566661
828	0.1273938011
829	0.1273450864
830	0.1272905299
831	0.1272348894
832	0.1271876161
833	0.1271334771
834	0.1270897033
835	0.1270318449
836	0.126977253
837	0.126910503
838	0.1268515239
839	0.1267923833
840	0.1267421111
841	0.1266910068
842	0.1266318173
843	0.1265751441
844	0.126527632
845	0.1264789646
846	0.126441331
847	0.1263816447
848	0.1263390816
849	0.1262846736
850	0.1262047269
851	0.1261629955
852	0.1260994774
853	0.1260412324
854	0.1259896294
855	0.1259296662
856	0.125873641
857	0.1258173489
858	0.1257671486
859	0.1257274191
860	0.1256833148
861	0.1256389267
862	0.1255920431
863	0.1255424876
864	0.1254836551
865	0.1254376126
866	0.1253746416
867	0.1253321882
868	0.1252794138
869	0.1252333429
870	0.1251920379
871	0.1251306693
872	0.1250722946
873	0.1250281458
874	0.1249642638
875	0.1249292804
876	0.124867918
877	0.124826067
878	0.1247836126
879	0.124715119
880	0.1246680148
881	0.1246103297
882	0.1245496357
883	0.1244976859
884	0.1244560819
885	0.1244051576
886	0.1243455314
887	0.1242975121
888	0.1242575803
889	0.1241908833
890	0.1241439115
891	0.124101955
892	0.12406858
893	0.1240324174
894	0.1239920592
895	0.123943963
896	0.1239016866
897	0.1238409191
898	0.1238021342
899	0.1237411227
900	0.1237050307
901	0.1236626494
902	0.1236153525
903	0.1235750709
904	0.1235298478
905	0.1234732766
906	0.1234291003
907	0.1233739175
908	0.1233400825
909	0.1233045948
910	0.1232506242
911	0.1232181083
912	0.1231717169
913	0.1231295071
914	0.1230868479
915	0.1230264316
916	0.1229698276
917	0.1229176936
918	0.1228666846
919	0.1228227944
920	0.1227879715
921	0.1227462191
922	0.1227006743
923	0.1226630738
924	0.1226194715
925	0.1225771465
926	0.1225387598
927	0.1224862233
928	0.12243485
929	0.122394614
930	0.1223582109
931	0.1223063586
932	0.1222576385
933	0.1222196036
934	0.1221969013
935	0.1221593036
936	0.1221190361
937	0.1220703715
938	0.1220437654
939	0.1219959516
940	0.1219498934
941	0.1219139033
942	0.1218678272
943	0.1218055601
944	0.1217672488
945	0.1217252834
946	0.1216890539
947	0.1216518545
948	0.1216143834
949	0.1215696186
950	0.1215381088
951	0.1215014275
952	0.1214398526
953	0.1214018848
954	0.1213653631
955	0.1213306116
956	0.1212762006
957	0.1212292289
958	0.121186891
959	0.1211417076
960	0.1210818105
961	0.1210523255
962	0.1210157631
963	0.120956485
964	0.1209152089
965	0.1208800451
966	0.1208161727
967	0.120779942
968	0.1207412388
969	0.120705515
970	0.1206612106
971	0.1206188491
972	0.1205897995
973	0.1205538014
974	0.1205157319
975	0.1204896384
976	0.1204565927
977	0.1204115055
978	0.1203787338
979	0.120335328
980	0.1202951865
981	0.1202499633
982	0.1202116904
983	0.1201748912
984	0.1201408505
985	0.1201120071
986	0.120068147
987	0.1200343026
988	0.1199922075
989	0.119959743
990	0.1199281483
991	0.1198876177
992	0.1198495217
993	0.1198079419
994	0.1197607785
995	0.1197169699
996	0.1196691531
997	0.1196319323
998	0.1195965727
999	0.1195584685
1000	0.1195183944
1001	0.1194797642
1002	0.1194399833
1003	0.1193951855
1004	0.1193563363
1005	0.1193080638
1006	0.1192685179
1007	0.1192370644
1008	0.1191834074
1009	0.1191491999
1010	0.1190965025
1011	0.1190516349
1012	0.1190017865
1013	0.1189444177
1014	0.118907263
1015	0.1188797669
1016	0.1188437577
1017	0.1188067413
1018	0.1187619286
1019	0.1187265147
1020	0.1186852425
1021	0.1186332636
1022	0.118606467
1023	0.1185730945
1024	0.1185424556
1025	0.1185131602
1026	0.118471449
1027	0.11842727
1028	0.1183817169
1029	0.1183363708
1030	0.1183080119
1031	0.1182554228
1032	0.1182265069
1033	0.1181891462
1034	0.1181524813
1035	0.1181154315
1036	0.1180744696
1037	0.1180275268
1038	0.1179890773
1039	0.117955326
1040	0.1179267665
1041	0.1178952958
1042	0.1178473568
1043	0.1178091228
1044	0.1177732232
1045	0.1177383388
1046	0.1177080192
1047	0.1176599113
1048	0.1176236465
1049	0.1175897899
1050	0.1175667328
1051	0.1175327893
1052	0.1174885357
1053	0.1174442265
1054	0.1174075033
1055	0.1173819492
1056	0.1173385131
1057	0.1173023628
1058	0.117264912
1059	0.1172258432
1060	0.1171947285
1061	0.1171617034
1062	0.1171264681
1063	0.1170977006
1064	0.1170660822
1065	0.1170298155
1066	0.1170000798
1067	0.1169760103
1068	0.1169404312
1069	0.1168997597
1070	0.1168653746
1071	0.1168270871
1072	0.1167967352
1073	0.1167576173
1074	0.1167204036
1075	0.1166889667
1076	0.1166578492
1077	0.1166294005
1078	0.1166011579
1079	0.1165621211
1080	0.1165380473
1081	0.1165010856
1082	0.1164547432
1083	0.1164142558
1084	0.1163683264
1085	0.1163368214
1086	0.1163058707
1087	0.1162608556
1088	0.1162355848
1089	0.1161955323
1090	0.1161657865
1091	0.1161347461
1092	0.1161037247
1093	0.1160640535
1094	0.11602743
1095	0.1159960337
1096	0.1159616775
1097	0.1159288453
1098	0.1158999215
1099	0.1158672857
1100	0.1158360192
1101	0.1157948408
1102	0.1157597957
1103	0.1157168877
1104	0.1156881433
1105	0.1156405979
1106	0.1156072272
1107	0.1155814186
1108	0.1155402053
1109	0.1155057596
1110	0.1154653409
1111	0.115432681
1112	0.1154067116
1113	0.1153777469
1114	0.1153497314
1115	0.1153068001
1116	0.1152592094
1117	0.1152317529
1118	0.1152051319
1119	0.115179117
1120	0.1151497837
1121	0.115127037
1122	0.1151081058
1123	0.1150728753
1124	0.1150388044
1125	0.1150117617
1126	0.1149644116
1127	0.1149389876
1128	0.114909975
1129	0.1148790192
1130	0.1148462131
1131	0.1148207338
1132	0.1147799402
1133	0.1147353765
1134	0.1147012509
1135	0.114679417
1136	0.1146386847
1137	0.1146083402
1138	0.1145782434
1139	0.1145507223
1140	0.1145136599
1141	0.1144859071
1142	0.1144476561
1143	0.1144201373
1144	0.1143943964
1145	0.1143654796
1146	0.1143346874
1147	0.1143009785
1148	0.1142699602
1149	0.1142304252
1150	0.1142009886
1151	0.1141661165
1152	0.1141355425
1153	0.1140966885
1154	0.1140646633
1155	0.1140240182
1156	0.1139928827
1157	0.1139664769
1158	0.1139413928
1159	0.113917045
1160	0.1138843611
1161	0.1138645927
1162	0.1138440014
1163	0.1138082765
1164	0.1137892209
1165	0.1137591562
1166	0.1137329065
1167	0.1136990454
1168	0.1136729724
1169	0.1136425471
1170	0.1136122554
1171	0.1135855036
1172	0.1135550898
1173	0.1135257693
1174	0.1135054652
1175	0.113476115
1176	0.113451937
1177	0.1134205167
1178	0.1133873283
1179	0.1133566123
1180	0.1133239721
1181	0.113298772
1182	0.1132719186
1183	0.1132347182
1184	0.1132105402
1185	0.1131826825
1186	0.1131592065
1187	0.11312427
1188	0.1130987686
1189	0.113064789
1190	0.1130352291
1191	0.1129941214
1192	0.1129605306
1193	0.112937606
1194	0.1129146332
1195	0.1128852005
1196	0.1128601741
1197	0.1128284231
1198	0.1127905272
1199	0.1127582109
1200	0.1127241729
1201	0.1126914164
1202	0.1126556137
1203	0.1126255036
1204	0.1126026918
1205	0.1125624794
1206	0.1125309875
1207	0.1125030093
1208	0.1124714397
1209	0.1124405331
1210	0.1124145226
1211	0.112388541
1212	0.1123640429
1213	0.1123287879
1214	0.1123002151
1215	0.112274928
1216	0.1122473392
1217	0.112227579
1218	0.1121911755
1219	0.1121619007
1220	0.1121245345
1221	0.1120994792
1222	0.1120748155
1223	0.1120472441
1224	0.1120197536
1225	0.1119969462
1226	0.1119774068
1227	0.1119554208
1228	0.111930252
1229	0.111901505
1230	0.1118711889
1231	0.1118416155
1232	0.1118160216
1233	0.1117898227
1234	0.1117653798
1235	0.1117367506
1236	0.1117087319
1237	0.1116760291
1238	0.1116538746
1239	0.1116295659
1240	0.1116056874
1241	0.1115851189
1242	0.1115513887
1243	0.1115283126
1244	0.1115042525
1245	0.1114792761
1246	0.1114508708
1247	0.1114169983
1248	0.1113992406
1249	0.1113649597
1250	0.1113428159
1251	0.1113151821
1252	0.1112910653
1253	0.1112568687
1254	0.1112260509
1255	0.1112088347
1256	0.1111959092
1257	0.1111680493
1258	0.111136534
1259	0.1111100638
1260	0.1110873121
1261	0.1110672523
1262	0.1110396336
1263	0.1110228914
1264	0.1109999383
1265	0.1109809214
1266	0.1109670725
1267	0.1109438123
1268	0.1109205721
1269	0.1108920114
1270	0.1108667267
1271	0.110832594
1272	0.1108067541
1273	0.1107878201
1274	0.1107609714
1275	0.1107318034
1276	0.1107103958
1277	0.1106911463
1278	0.1106687536
1279	0.1106476208
1280	0.1106320476
1281	0.1106045275
1282	0.1105772677
1283	0.1105554576
1284	0.1105247144
1285	0.1105011825
1286	0.1104839915
1287	0.1104643492
1288	0.110439593
1289	0.110410407
1290	0.1103888012
1291	0.1103676005
1292	0.1103369642
1293	0.1103152357
1294	0.1102875497
1295	0.1102603178
1296	0.1102346458
1297	0.1102091269
1298	0.1101843332
1299	0.1101631308
1300	0.1101341709
1301	0.1101118296
1302	0.1100935751
1303	0.1100771523
1304	0.1100548587
1305	0.1100284894
1306	0.1100017618
1307	0.1099786489
1308	0.1099588454
1309	0.1099354297
1310	0.1099124382
1311	0.1098775511
1312	0.109852669
1313	0.1098261127
1314	0.1098013008
1315	0.1097772316
1316	0.1097580947
1317	0.1097399739
1318	0.1097202916
1319	0.109695374
1320	0.1096733978
1321	0.109637529
1322	0.1096095951
1323	0.109576404
1324	0.1095457701
1325	0.1095226765
1326	0.1094979365
1327	0.1094800737
1328	0.1094615859
1329	0.1094405074
1330	0.1094116786
1331	0.1093838915
1332	0.1093633389
1333	0.1093301993
1334	0.1093086636
1335	0.1092848687
1336	0.1092697672
1337	0.1092479065
1338	0.1092254232
1339	0.1092036267
1340	0.1091869122
1341	0.1091581641
1342	0.1091376054
1343	0.1091109508
1344	0.1090956469
1345	0.1090672172
1346	0.1090532503
1347	0.1090322729
1348	0.109008443
1349	0.1089866177
1350	0.1089616756
1351	0.1089453056
1352	0.1089210648
1353	0.108887751
1354	0.1088625847
1355	0.1088379466
1356	0.1088136195
1357	0.1087861924
1358	0.1087641277
1359	0.108742558
1360	0.1087119369
1361	0.1086885232
1362	0.108662317
1363	0.1086413296
1364	0.1086237335
1365	0.1086067695
1366	0.1085793601
1367	0.1085489478
1368	0.1085250675
1369	0.10850552
1370	0.1084797346
1371	0.1084563851
1372	0.1084227456
1373	0.1084040119
1374	0.1083764931
1375	0.1083561055
1376	0.1083375999
1377	0.1083191332
1378	0.108294809
1379	0.1082747823
1380	0.1082559842
1381	0.1082316354
1382	0.1082121618
1383	0.1081835994
1384	0.1081572119
1385	0.1081292794
1386	0.1081120104
1387	0.1080852007
1388	0.108062043
1389	0.1080460542
1390	0.1080161893
1391	0.1079924932
1392	0.1079744452
1393	0.1079548933
1394	0.1079317363
1395	0.1079161966
1396	0.1078874177
1397	0.1078642616
1398	0.1078450677
1399	0.1078177395
1400	0.1077921415
1401	0.1077692231
1402	0.1077512331
1403	0.1077302466
1404	0.1077073526
1405	0.1076826798
1406	0.1076627075
1407	0.1076333821
1408	0.1076174799
1409	0.1076031589
1410	0.1075735505
1411	0.1075496969
1412	0.107531117
1413	0.107502838
1414	0.1074818455
1415	0.1074577088
1416	0.1074447628
1417	0.1074185781
1418	0.1073898226
1419	0.1073739688
1420	0.1073508207
1421	0.1073276747
1422	0.1073087975
1423	0.1072885312
1424	0.1072653572
1425	0.1072417791
1426	0.107215937
1427	0.1071947694
1428	0.1071768461
1429	0.107156597
1430	0.1071303093
1431	0.1071134838
1432	0.1070892064
1433	0.1070724505
1434	0.1070586107
1435	0.1070285111
1436	0.1070100301
1437	0.1069939195
1438	0.1069710627
1439	0.1069435927
1440	0.1069194703
1441	0.1068951863
1442	0.1068734571
1443	0.1068547286
1444	0.1068352024
1445	0.1068133675
1446	0.1067929467
1447	0.1067721245
1448	0.1067570123
1449	0.1067300383
1450	0.1067102188
1451	0.1066855763
1452	0.1066645172
1453	0.1066432525
1454	0.1066207285
1455	0.106600231
1456	0.1065775178
1457	0.1065575718
1458	0.1065390609
1459	0.1065179577
1460	0.1064992815
1461	0.1064782503
1462	0.1064606068
1463	0.1064415301
1464	0.106420724
1465	0.1063988179
1466	0.1063753594
1467	0.1063519914
1468	0.106332017
1469	0.1063111153
1470	0.1062961279
1471	0.1062737459
1472	0.1062637633
1473	0.1062447243
1474	0.106220437
1475	0.1062027319
1476	0.1061806717
1477	0.1061694198
1478	0.1061446801
1479	0.1061236342
1480	0.106097986
1481	0.1060788509
1482	0.1060551398
1483	0.1060407656
1484	0.1060169782
1485	0.105998644
1486	0.1059816216
1487	0.1059595103
1488	0.1059315952
1489	0.1059133449
1490	0.105906963
1491	0.1058834032
1492	0.1058702568
1493	0.1058502667
1494	0.1058312978
1495	0.1058179972
1496	0.1057984311
1497	0.1057779809
1498	0.1057612828
1499	0.1057457195
1500	0.1057261991
1501	0.1057058599
1502	0.1056800688
1503	0.1056568635
1504	0.1056371128
1505	0.1056174906
1506	0.1056014648
1507	0.1055830857
1508	0.1055629822
1509	0.105545084
1510	0.1055275716
1511	0.1055152102
1512	0.1054938219
